id|ot|alias|setcode|type|atk|def|level|race|attribute|category
720147|3|0|308|4|0|0|0|0|0|67108864
732302|3|0|0|17|900|1300|4|16|32|0
734741|3|0|177|4129|100|2100|3|8|32|1048576
739444|3|0|0|67108897|1000|42|3|8192|32|256
744887|3|0|308|33|2200|2700|9|256|16|128
756652|1|0|0|17|900|500|2|1|1|0
759393|3|0|191|2097185|500|1500|3|2|4|1073741824
770365|3|0|110|8388641|2000|1700|5|2|16|1
786906|3|0|0|4|0|0|0|0|0|1048576
799183|3|0|0|1048580|0|0|0|0|0|268501123
811734|3|0|4271|4|0|0|0|0|0|672
816427|3|0|44|33|1600|200|4|128|4|132
847915|3|0|364|131076|0|0|0|0|0|0
856784|3|0|0|2|0|0|0|0|0|256
876330|3|0|41|33|2100|1500|6|8192|8|1048576
879958|3|0|0|4|0|0|0|0|0|134217728
899287|3|0|0|33|1500|1500|4|512|8|546
900787|3|0|41|8225|2000|1100|6|8192|8|128
904185|3|0|0|65538|0|0|0|0|0|1048576
904186|3|31533705|4123|16401|0|0|3|32|8|0
911883|3|0|0|2|0|0|0|0|0|1048576
917796|3|0|84|2|0|0|0|0|0|0
923596|3|0|114|33|1100|1900|4|32|1|4640
938717|3|0|0|33|0|2000|4|32|1|1048576
952523|3|0|4234|67108897|1800|34|2|1024|1|1048576
967928|3|0|0|4|0|0|0|0|0|0
975299|3|0|0|524290|0|0|0|0|0|269484576
980973|3|0|17891393|33|1200|900|3|8192|8|1048576
981540|3|0|0|4|0|0|0|0|0|0
983995|3|0|0|1048580|0|0|0|0|0|131336
984114|3|0|22|33|400|1600|4|32|1|32
987311|3|0|4271|8225|2500|2000|7|8|8|1048576
1003028|3|0|0|33|1000|1000|4|1|32|1048576
1003840|3|0|67|524290|0|0|0|0|0|34603008
1005587|3|0|12910668|4|0|0|0|0|0|131072
1006081|3|0|10813507|4129|1500|900|3|1|1|2048
1033312|3|0|0|2|0|0|0|0|0|548
1036974|3|0|0|2|0|0|0|0|0|262144
1041278|3|0|352|4|0|0|0|0|0|8388608
1045143|3|0|4210|33|1000|500|3|32|1|1048576
1050186|3|0|156|33|1800|1000|4|1|16|4
1050355|3|0|305|524290|0|0|0|0|0|262144
1050684|3|0|36|2|0|0|0|0|0|544
1061200|3|0|263|524290|0|0|0|0|0|2592
1073952|3|0|0|2|0|0|0|0|0|256
1082946|3|0|0|4|0|0|0|0|0|0
1102515|3|0|6160449|33|1000|1000|3|8|32|256
1118137|3|0|82|262146|0|0|0|0|0|268435456
1127737|3|0|0|524290|0|0|0|0|0|262144
1142880|3|0|4243|33|200|200|1|32|16|1048576
1149109|3|0|0|131074|0|0|0|0|0|0
1151281|3|0|4333|2097185|2600|2500|8|64|1|1052676
1154611|3|0|212|4|1200|0|2|64|2|1048704
1157683|3|0|16531|131076|0|0|0|0|0|9437376
1174075|3|0|337|8388641|2000|0|1|32|16|16842758
1184620|3|0|0|17|1500|1200|4|1|1|0
1187243|3|0|16|262146|0|0|0|0|0|0
1197847|3|0|250|262146|0|0|0|0|0|1048576
1200843|3|0|0|262146|0|0|0|0|0|0
1218214|3|0|227|131074|0|0|0|0|0|296
1224927|3|0|0|4|0|0|0|0|0|2
1225009|3|0|383|33|1600|2100|4|8|32|0
1248895|3|0|0|4|0|0|0|0|0|9
1249315|3|0|0|8388641|600|1000|2|4|16|96
1264319|3|0|4591687|2|0|0|0|0|0|9437224
1274455|3|0|210|33|1000|1000|3|1048576|32|1048576
1278431|3|0|7|33|1600|500|4|32|1|1049120
1281505|3|0|48|4129|900|900|2|32|16|0
1287123|3|0|0|33|2200|800|5|512|8|65537
1295111|3|0|281|524290|0|0|0|0|0|134743040
1295442|3|0|366|4129|2000|2000|7|64|2|1049600
1315120|3|0|39|4129|800|0|2|1|1|1049120
1322368|3|0|238|67108897|1900|10|2|1|1|1049120
1329620|3|0|386|1048580|0|0|0|0|0|0
1344018|3|0|8434|131076|0|0|0|0|0|1
1347977|3|0|0|2097185|800|1200|3|2|1|96
1353770|3|0|0|131074|0|0|0|0|0|1048576
1357146|3|0|0|33|100|2000|2|64|2|1048704
1362589|3|0|85|33|2000|0|4|1|16|4096
1371589|3|0|0|33|1800|1500|4|16384|1|524288
1372887|3|0|0|65538|0|0|0|0|0|256
1409474|3|0|4221|33|1900|1900|6|32768|4|1048580
1412158|3|0|0|97|1200|500|6|32|1|1048576
1426714|3|0|72|8388641|1800|0|3|16|32|1048576
1426715|3|0|0|16401|500|500|1|8|32|0
1434352|3|0|207|33|0|0|1|8|32|0
1435851|3|0|0|262146|0|0|0|0|0|0
1474910|3|0|0|33|500|400|1|2048|8|256
1475311|3|0|0|2|0|0|0|0|0|384
1482001|3|0|0|67108897|0|128|1|2|1|134217728
1487805|3|0|0|67108897|2600|133|3|524288|16|0
1498130|3|0|61|4129|400|1800|2|1|1|0
1508649|3|0|259|67108897|1500|34|2|2|4|66080
1516510|3|0|4338|97|3000|2000|8|8192|32|32768
1525329|3|0|0|33|1000|600|3|1|1|0
1527418|3|0|276|33|1600|2800|7|2|2|589824
1533292|3|0|4098|33|1000|200|3|128|4|544
1539051|3|0|0|2|0|0|0|0|0|256
1546123|3|0|147|97|4000|2800|10|32|16|8396800
1546124|3|1546123|0|97|4000|2800|10|32|16|8396800
1557341|3|0|291|4129|1600|600|4|1|4|262144
1557499|3|0|0|262146|0|0|0|0|0|0
1561110|3|0|0|97|3000|2800|8|32|16|9437312
1566817|3|0|0|33|1000|600|2|4|16|2048
1571945|3|0|43|2097185|1500|800|4|1|16|0
1580833|3|0|216|16777249|1600|1800|50528260|32|2|1
1586457|3|0|0|33|900|900|9|32|16|1048584
1596508|3|0|0|33|1700|200|4|32|32|0
1621413|3|0|8307|8388641|3000|2500|5|8192|32|68222977
1637760|3|0|0|1048580|0|0|0|0|0|65793
1639384|3|0|0|8388641|2800|1800|8|1|16|131072
1641882|3|0|0|65|900|700|3|16384|1|0
1644289|3|0|48|262146|0|0|0|0|0|544
1662004|3|0|121|4129|500|200|3|32768|4|1048576
1669772|3|0|0|4|0|0|0|0|0|0
1683982|1|0|0|131076|0|0|0|0|0|0
1686814|3|0|0|8225|0|0|12|8192|32|34605056
1689516|3|0|0|65538|0|0|0|0|0|0
1697104|3|0|4289|33558561|1500|0|2|1048576|16|1114242
1710476|3|0|9633827|33554465|4000|2800|10|32|32|1048576
1712616|3|0|370|1048580|0|0|0|0|0|0
1735088|3|0|88|67108897|1800|5|2|32|16|68158112
1759808|3|0|0|4|0|0|0|0|0|1048640
1761063|3|0|0|17|1100|900|3|16384|1|0
1764972|3|0|4175|33554465|2900|2000|8|16|4|1179649
1781310|3|0|0|4|0|0|0|0|0|257
1784619|3|0|0|17|1500|800|4|65536|1|0
1784686|3|0|161|2|0|0|0|0|0|9437184
1799464|3|0|0|4129|800|1000|3|2048|1|1048576
1799465|3|0|0|16401|0|0|3|2048|1|0
1801154|3|0|0|524290|0|0|0|0|0|9437184
1802450|3|0|0|131076|0|0|0|0|0|128
1804528|3|0|0|4|0|0|0|0|0|1
1825445|3|0|220|131076|0|0|0|0|0|67108864
1826676|3|0|0|33|200|1200|4|32|1|1048576
1828513|3|0|2097213|8388641|2500|400|4|1|1|1024
1833916|3|0|4207|33|1300|1100|4|1|1|1052672
1834107|3|0|14|131074|0|0|0|0|0|524288
1834753|3|0|0|33|2100|1200|6|1048576|16|1048576
1845204|3|0|70|2|0|0|0|0|0|9437185
1855886|3|0|262|33|2300|0|6|16|32|1049088
1855932|3|0|136|8388641|2500|2000|4|32768|16|4
1861629|3|0|257|67108897|2300|133|3|16777216|32|65537
1861630|3|1861629|257|67108897|2300|133|3|16777216|32|65537
1872843|3|0|305|33|1000|2800|8|1|16|1048576
1876841|3|0|38|33558561|1500|600|6|32|1|1572884
1896112|3|0|0|65538|0|0|0|0|0|9437184
1906812|3|0|0|97|2500|2000|8|32|32|1049091
1918087|3|0|172|131076|0|0|0|0|0|262144
1929294|3|0|0|17|400|300|1|4|16|0
1942635|3|0|308|131074|0|0|0|0|0|4194560
1945387|3|0|12296|97|2600|2100|8|1|4|256
1948619|3|0|8|67108897|1900|130|2|1|16|1048576
1953925|3|0|7|33|1500|1500|5|32|1|131074
1965724|3|0|388|131074|0|0|0|0|0|1024
1966438|3|0|4400|33|3000|1500|8|8|32|1048579
1969506|3|0|131|2|0|0|0|0|0|1048576
1980574|3|0|0|4129|300|600|2|16384|8|34603008
1984618|3|0|0|2|0|0|0|0|0|544
1992816|3|0|72|8388641|2800|3000|9|32|16|16384
1995985|3|0|15138881|33|1000|1000|3|1|16|131072
2009101|3|0|51|4129|1300|400|3|512|32|1048576
2047519|3|0|0|4|0|0|0|0|0|1048576
2055403|3|0|76|4|0|0|0|0|0|64
2061963|3|0|72|8388641|2700|1200|4|2|16|393220
2067935|3|0|25|33|1800|1200|4|512|8|1048704
2084239|3|0|0|524290|0|0|0|0|0|0
2088870|3|0|62|2097185|0|2500|7|524288|16|0
2089016|3|0|112|33|1000|1000|4|256|1|0
2091298|3|0|83|8388641|2400|800|4|32|16|0
2095764|3|0|158|33|0|2000|2|8388608|2|34603008
2099841|3|0|293|2|0|0|0|0|0|0
2102065|3|0|0|33|1000|2600|7|262144|2|0
2106266|3|0|0|524290|0|0|0|0|0|576
2111707|3|0|0|97|2200|1900|6|32|16|9437312
2118022|3|0|0|17|1500|900|4|64|2|0
2122975|3|0|0|4|0|0|0|0|0|32
2129638|3|0|221|97|3000|2500|10|8192|16|8421504
2130625|3|0|0|4|0|0|0|0|0|524288
2134346|3|0|0|545|1700|1200|4|4|16|32800
2137678|3|0|24595|33|1600|1200|4|32|1|0
2139640|3|0|0|33|0|0|3|4|2|524288
2144946|3|0|263|524290|0|0|0|0|0|2592
2148918|3|0|97|131076|0|0|0|0|0|0
2158562|3|0|147|33|2300|1600|6|1|16|0
2191144|3|0|0|8388641|2600|2000|4|1|32|0
2196767|3|0|0|33|500|1400|4|2|32|536870913
2203790|3|0|12301|8225|2300|1300|6|1|1|2
2204038|3|0|290|33|1800|2000|7|4|16|0
2204140|3|0|0|2|0|0|0|0|0|1048704
2220237|3|0|0|67108897|1000|32|1|16777216|16|134217728
2250266|3|0|38|33|1400|1000|4|32|1|4096
2263869|3|0|0|2|0|0|0|0|0|243269696
2266498|3|0|262|4|0|0|0|0|0|17825792
2273734|3|0|156|33|1700|1300|4|1|16|1048576
2287848|3|0|262|4|0|0|0|0|0|1048864
2295440|3|0|0|2|0|0|0|0|0|1048576
2295831|3|0|0|2|0|0|0|0|0|544
2311090|3|0|385|33|1000|1900|2|4096|4|0
2311603|3|0|0|17|1600|1500|4|32|1|0
2314238|3|0|0|2|0|0|0|0|0|2
2316186|3|0|0|33554465|2000|0|4|2|32|262144
2322421|3|0|102|8225|3000|1500|8|1|16|1048576
2326738|3|0|0|33|500|600|3|16|1|4352
2333365|3|0|66|33|2000|2000|4|1|16|0
2347477|3|0|0|33|300|0|1|16777216|32|544
2347656|3|0|383|33|2900|1900|8|8|32|0
2356994|3|0|0|545|1900|1700|5|32768|32|32
2359348|3|0|242|4|0|0|0|0|0|2
2362787|3|0|0|2|0|0|0|0|0|0
2364438|3|0|289|2|0|0|0|0|0|548
2368215|3|0|4332|67108897|800|2|1|8|32|1049088
2370081|3|0|0|262146|0|0|0|0|0|0
2371506|3|0|115|1048580|0|0|0|0|0|67436547
2376209|3|0|212|4|1200|0|2|64|2|1048704
2377034|3|0|44|4129|800|200|3|128|4|160
2390019|3|0|15|2|0|0|0|0|0|9437440
2396042|3|0|0|16777249|1600|2600|84213764|65536|1|0
2403771|3|0|194|8225|2300|2500|7|32|1|544
2407147|3|0|57|4129|100|200|1|128|4|4
2407234|3|0|9568328|8388641|2600|1400|4|1048576|16|131072
2411269|3|0|0|67108897|3000|45|4|8388608|1|786432
2414168|3|0|0|33|0|2100|6|16777216|16|1049600
2420921|3|0|56|33|400|1400|3|4|16|4
2434862|3|0|227|4|0|0|0|0|0|1048576
2460565|3|0|0|33|1200|400|3|1|1|1048576
2461031|3|0|86|33|500|100|2|2048|32|2048
2468169|3|0|0|17|1100|900|3|2|32|0
2483611|3|0|0|17|1400|1200|4|64|2|0
2504891|3|0|0|65|2650|2250|7|2|32|0
2511717|3|0|61|33|200|2000|3|1|8|1048576
2519690|3|0|0|97|2600|2100|7|8192|8|4640
2521011|3|0|121|33|2000|800|5|32768|4|1048576
2525268|3|0|110|33|1600|2000|4|2|16|268435456
2530830|3|0|15011963|8388641|3200|2800|9|8192|16|1048579
2542230|3|0|0|4|0|0|0|0|0|34734080
2547033|3|0|259|131076|0|0|0|0|0|131074
2561846|3|0|0|2|0|0|0|0|0|268435456
2563463|3|0|0|33|2000|2800|7|512|8|0
2572890|3|0|208|1048580|0|0|0|0|0|65537
2584136|3|0|0|33|1600|800|4|131072|2|0
2602411|3|0|214|33|1200|900|3|2|32|32
2609443|3|0|112|8388641|2300|2600|5|32|16|67175424
2618045|3|0|85|33|1000|1000|4|1|16|0
2619149|3|0|25|33|1600|1200|3|16384|1|1049120
2625939|3|0|0|65538|0|0|0|0|0|1048576
2625940|3|0|0|16401|0|0|1|16777216|16|0
2645637|3|0|289|67108897|2900|45|4|16|2|131072
2648201|3|0|4222|33|1000|1000|4|16384|16|1048576
2656842|3|0|370|33|1000|300|3|2048|8|0
2665273|3|0|308|8388641|-2|-2|9|524288|1|256
2671330|3|0|0|33|1500|1200|4|65536|1|0
2694423|3|0|62|33|500|600|2|256|1|4097
2729285|3|0|169|33|700|300|1|4|1|32
2732323|3|0|0|33|300|200|2|8192|4|1048576
2743001|3|0|234|8225|2800|2000|9|32|2|1048704
2759860|3|0|209|131074|0|0|0|0|0|545
2766877|3|0|16|8388641|1500|1100|2|128|8|0
2772236|3|0|14|8225|1400|1200|6|4096|16|16384
2779999|3|0|0|4|0|0|0|0|0|0
2783661|3|0|0|65538|0|0|0|0|0|0
2792265|3|0|0|33|700|500|3|64|16|16384
2801664|3|0|311|33|2700|900|7|32768|8|1082368
2810642|3|0|4289|33558561|700|0|1|1048576|16|1048705
2819435|3|22702055|0|524290|0|0|0|0|0|1049120
2819436|3|0|250|16401|2000|2000|8|8388608|2|0
2830619|3|0|0|17|400|450|2|128|1|0
2830693|3|0|164|33|100|100|1|8|16|1048704
2833249|3|0|0|4|0|0|0|0|0|0
2834264|3|0|370|67108897|1000|130|2|2048|1|0
2843014|3|0|120|33|1000|100|2|131072|2|1048580
2851070|3|0|0|33|1700|1000|4|32|16|262144
2857636|3|0|274|67108897|1900|160|2|8|4|258
2863439|3|0|0|17|1100|1400|4|512|16|0
2881864|3|0|308|33|3100|200|9|32768|4|0
2896663|3|0|4222|8388641|3000|1200|5|8192|32|1050112
2903036|3|0|0|2|0|0|0|0|0|1048576
2906250|1|0|0|17|1300|1200|4|524288|2|0
2924048|3|0|17|1048580|0|0|0|0|0|65538
2926176|3|0|0|1048580|0|0|0|0|0|65538
2930675|3|0|254|131074|0|0|0|0|0|2147614720
2948263|3|0|89|33554465|-2|1500|4|256|1|1114112
2956282|3|0|42|8225|2500|1800|6|8192|1|65666
2957055|1|0|0|17|900|900|3|8192|8|0
2964201|3|0|0|17|2200|2600|7|8192|4|0
2971090|1|0|0|17|1800|1500|5|4|16|0
2971446|3|0|0|4|0|0|0|0|0|544
2978414|3|0|72|8388641|3000|3000|8|8192|16|1074790400
2980764|3|0|0|33|0|0|1|4|16|0
2986553|3|0|291|4129|1000|1000|3|1|32|1048576
2992036|3|0|36883|4|0|0|0|0|0|1310752
2994495|3|0|0|4|0|0|0|0|0|0
3019642|3|0|16531|33|800|800|4|32|32|262144
3026686|3|0|290|33|1000|1600|4|4|16|544
3027001|3|0|0|4|0|0|0|0|0|0
3030892|3|0|0|33|700|300|2|16384|1|1048576
3040496|3|0|207|8225|3000|2500|8|8192|32|1048768
3055837|3|0|0|1048580|0|0|0|0|0|0
3056267|3|0|0|2097185|1350|1700|4|1|1|1073741824
3064425|3|0|4250|33|1000|1000|3|32|1|327683
3070049|3|0|0|33|1400|900|4|8192|2|268435456
3072077|3|0|0|33|1000|1600|4|16|32|32
3072808|3|0|51|4129|0|2300|5|512|32|1179648
3078380|3|0|0|33|2800|1800|8|8192|16|0
3078576|3|0|0|545|200|100|2|8|8|32
3096468|3|0|0|4129|500|1700|3|16|32|128
3103067|1|0|0|4|0|0|0|0|0|1
3105404|3|0|0|4|0|0|0|0|0|262176
3111207|3|0|0|4129|0|2600|5|262144|2|1048704
3113667|3|0|0|524290|0|0|0|0|0|1049600
3113836|3|0|4167|97|2300|1400|5|4|1|9437184
3117804|3|0|154|33|1000|3500|8|32|1|4096
3129635|3|0|0|131076|1800|1000|4|256|32|1048577
3134241|3|0|0|17|1500|800|4|2048|8|0
3134857|3|0|283|67108897|3000|387|4|32|32|131072
3136426|3|0|0|131074|0|0|0|0|0|4096
3146695|3|0|0|4|0|0|0|0|0|128
3149764|3|0|0|1048580|0|0|0|0|0|65538
3160805|3|0|0|131076|0|0|0|0|0|8
3167439|1|0|6|1048580|0|0|0|0|0|0
3167573|3|0|131|33|2800|2600|7|1|1|1048576
3170832|3|0|0|17|1450|1000|4|512|8|0
3171055|3|0|0|4|0|0|0|0|0|3
3204467|3|0|62|33|1000|1600|4|524288|16|2
3211439|3|0|0|4|0|0|0|0|0|0
3233859|3|0|0|4129|600|0|3|1048576|1|34603009
3244563|3|0|0|4|0|0|0|0|0|0
3280747|3|0|0|4|0|0|0|0|0|536871172
3283679|3|0|12366|33|1200|500|3|524288|4|1048580
3285551|3|0|0|2|0|0|0|0|0|0
3285552|3|0|0|16401|2000|2000|4|4|1|0
3289027|1|0|6|33|300|100|1|8|32|1048576
3292267|3|0|105|8388641|3000|2400|8|8192|16|65536
3298689|3|0|282787989|65538|0|0|0|0|0|68157440
3300267|3|0|105|33|2200|1000|6|8192|16|1048578
3322931|3|0|0|8225|2500|0|9|16384|8|0
3355732|3|0|366|33|1500|3000|10|64|2|0
3356494|3|0|4219|67108897|2000|5|2|8192|16|33
3366982|3|0|0|97|1700|1500|5|8192|8|16384
3370104|3|0|147|33|1200|1600|4|32|4|131328
3381441|3|0|46|33|1000|1500|3|2|32|0
3395226|3|0|4251|33|2600|2000|8|4|16|1048576
3405259|3|0|0|1057|1200|2000|4|32|16|1048576
3410461|3|0|0|97|2500|2500|8|8192|32|0
3422200|3|0|234|33|2000|1500|5|32|2|1048577
3428069|3|0|14090454|33|2600|2300|7|1|1|0
3429238|3|0|102|8225|2400|2000|6|1|1|1065120
3431737|3|0|0|33|1900|1200|4|32768|1|544
3486020|3|0|289|8225|2900|2400|9|16|4|34603137
3492538|3|0|0|262146|0|0|0|0|0|0
3493058|3|0|0|65538|0|0|0|0|0|537133058
3493978|3|0|0|33|1100|1200|3|524288|2|1048576
3507053|3|0|330|67108897|0|256|1|32|4|1024
3510565|3|0|0|33|700|1700|3|512|32|266240
3534077|3|0|0|33|1600|1200|4|32768|4|1179648
3536537|3|0|10|33|1850|850|4|8192|32|0
3544583|3|0|0|4161|0|2100|2|4|32|0
3549275|3|0|0|2097185|200|300|3|256|16|537133056
3557275|3|0|128|17|0|1000|1|8|16|0
3560069|3|0|0|33|0|0|1|16777216|16|1048832
3567660|3|0|0|2|0|0|0|0|0|2281701380
3573512|3|0|0|17|500|1200|3|1|1|0
3576031|3|0|0|524290|0|0|0|0|0|33554688
3580032|3|0|0|33|1400|500|3|2|32|101711872
3603242|3|0|0|33|1600|1000|4|32|1|0
3606209|1|0|0|17|1100|1000|4|32768|1|0
3606728|3|0|84|33|1000|800|3|2|32|67110912
3611830|3|0|19529838|16777249|2800|1700|134742023|2|32|269550115
3627449|3|0|82|129|2050|2500|7|1|16|0
3629090|3|0|8339|161|1600|2000|6|4|16|544
3642509|3|0|12296|97|2800|2200|8|1|8|0
3643300|3|0|0|33|1850|1600|5|1|2|0
3648368|3|0|1|33|1400|100|3|32|32|4096
3657444|3|0|147|33|0|0|1|32|16|384
3659803|3|0|70|2|0|0|0|0|0|9437312
3679218|3|0|274|67108897|1000|2|1|8|2|1048832
3682106|3|0|0|2|0|0|0|0|0|0
3693034|3|0|17|4|0|0|0|0|0|135168
3701074|3|0|0|131076|0|0|0|0|0|524288
3715284|3|0|24595|33|1200|1800|4|32|16|1310720
3717252|3|0|157|2097185|2200|1700|5|2|32|256
3732747|1|0|0|17|900|700|3|64|2|0
3734202|3|0|42|131076|0|0|0|0|0|1049120
3752422|3|0|159|16777249|100|2600|16842758|4|16|2048
3758046|3|0|4271|8388641|2400|1200|4|8|2|1310720
3773196|3|0|0|33|800|1200|2|32|32|1048576
3775068|3|0|227|33554465|0|0|4|4|16|1311264
3779493|3|0|0|8225|2300|1400|6|2|16|0
3779662|3|0|25|97|1000|2800|8|32768|32|9437248
3784434|3|0|0|33|1500|1500|3|32768|1|2147483648
3790062|3|0|7143496|8388641|1300|0|2|8|32|327680
3792766|3|0|251|67108897|2200|133|3|4|16|0
3797883|3|0|0|17|2000|2300|7|32|32|0
3810071|3|0|0|33|1300|1000|3|256|1|0
3814632|3|0|0|8388641|3400|3000|10|32|8|262145
3819470|3|0|0|1048580|0|0|0|0|0|65538
3825890|3|0|46|33|2000|1800|8|2|32|0
3828844|3|0|321|8388641|2000|2000|4|1024|2|1048640
3841833|3|0|169|33|1200|800|3|4|1|32
3846170|3|0|17|33|1400|200|4|32|1|1052672
3868277|3|0|0|4|0|0|0|0|0|256
3875465|3|0|330|524290|0|0|0|0|0|134218240
3891471|3|0|0|131076|0|0|0|0|0|1310720
3897065|3|0|4118|97|3600|3000|9|32|1|40960
3900605|3|0|0|2097185|600|500|3|256|1|256
3909436|3|0|262|161|2700|0|7|16|32|16777764
3912064|3|0|0|33|2000|2000|8|64|2|36864
3918345|3|0|0|2081|700|1200|3|64|2|0
3954901|3|0|0|33|2800|2800|8|8192|16|0
3966653|3|0|230|8225|2000|2000|6|1|32|8320
3972721|3|0|0|65538|0|0|0|0|0|256
3985011|1|0|0|17|600|800|2|2|16|0
3987233|3|0|0|67108897|1400|5|2|16384|1|32
3989465|3|0|57|8388641|1800|1400|3|1|4|0
4008212|3|0|0|4|0|0|0|0|0|512
4017398|3|0|126|2|0|0|0|0|0|1048608
4019153|3|0|290127944|8388641|1000|100|1|32|16|1024
4022819|3|0|105|33|1900|1200|5|8192|16|1050624
4031928|3|0|0|2|0|0|0|0|0|1073741824
4035199|3|0|0|17|1200|1700|5|32|32|0
4041838|3|0|43|33|1800|1000|4|1|16|0
4042268|3|0|0|17|1100|2000|4|64|2|0
4055337|3|0|17957147|33|100|2000|7|32|32|4
4058065|3|0|10|33|1850|950|4|65536|32|0
4059313|3|0|185|65538|0|0|0|0|0|1040
4064256|3|0|0|524290|0|0|0|0|0|0
